qty,t_qty,spend,t_spend,reg,t_reg,gap,t_gap
0.4186065630785276,49.828361792725254,-0.3144978309174178,-18.9885070808906,1.8529757683233157,66.61830076972524,-0.2133182563377695,-0.85894719937544
